clafam,nomfam,clatal,tyc,escandallo,componente,sergar,garmonth,multiuni,clauni,tactil,imagen,orden,favorito,impcocina,vtaonline,claparent,grupo,posimg,pvponline,palclave,imgweb,imgwebp,descr,ordenweb,atributos,pvpmin,claprinter,clagcocina,noagrupar,epigrafe
186.0,Gato Alimento complemento,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
187.0,Gato Antiparasitario,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,311.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
188.0,Gato Alimento Humedo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
190.0,PERRO Pienso,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,22.0,1.0,0.0,1.0,,_54b0oq2z4_g.png,.\imagesonline\_54b0oq2z4_p.bmp,,81.0,,0.0,0.0,0.0,0.0,
191.0,PERRO Alim Humedo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
192.0,PERRO Higiene y Salud,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
193.0,GATO Accesorios,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
194.0,Gato Rascadores,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,193.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
195.0,Aves Salud e Higiene,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,316.0,0.0,0.0,1.0,,,,,109.0,,0.0,0.0,0.0,0.0,
196.0,Gato Higiene y Salud,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,311.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
197.0,PERRO Cama y Cunas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
198.0,Nobleza Transp y Viajes,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,184.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
201.0,Perro Ropa y Moda,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,22.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
202.0,PERRO Cama y Cunas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,197.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
203.0,Nobleza ropa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,201.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
204.0,Perro Correa Arnes Collar,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
205.0,Nobleza Ropa y Moda,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,201.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
207.0,Perro Comedero Bebedero,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
208.0,Nobleza Camas y Cunas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,197.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
209.0,RC Perro Alim. Humedo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,191.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
210.0,Gato Arenas y Fondos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,311.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
211.0,Reptiles Alimento,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,212.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
212.0,REPTILES,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,36.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
213.0,PEQ MAMIFEROS Alimentos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,168.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
214.0,PEQ M Henos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,213.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
215.0,PEQ M Alimentos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,213.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
216.0,PEQ M Snacks,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,213.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
217.0,Perro Transporte,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,184.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
220.0,Aves Fondos de Jaula,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,316.0,0.0,0.0,1.0,,,,,110.0,,0.0,0.0,0.0,0.0,
221.0,LEONARDO,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
222.0,BEWICAT,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
225.0,PERRO Piensos Naturales,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,22.0,1.0,0.0,1.0,"Natural,Belcando",_54b0oqfja_g.png,.\imagesonline\_54b0oqfja_p.bmp,Piensos Naturales,82.0,,0.0,0.0,0.0,0.0,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,"Alimentos con componentes (derivados de animales, plantas, microrganismos o minerales)a los que no se les ha añadido nada o que",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,únicamente han sido sometidos a un procesamiento físico para hacerlos,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,utilizables en la producción de alimentos para animales de compañía,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,manteniendo su composición natural.,,,,,,,
240.0,JUWEL Acuarios,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,248.0,0.0,0.0,1.0,"Jewel,españa,acuarios,totanimal,vialreal,castellon,",_54f0osyoq_g.jpg,.\imagesonline\_54f0osyoq_p.bmp,,98.0,,0.0,0.0,0.0,0.0,
248.0,PECES Acuarios/Accesorios,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,36.0,1.0,0.0,1.0,"Acuarios,Peceras,peces",_54g0yjnx4_g.png,.\imagesonline\_54g0yjnx4_p.bmp,,106.0,,0.0,0.0,0.0,0.0,
249.0,zFamilias,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
251.0,PEQ MAMIFEROS Accesorios,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,168.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
252.0,PECES Alimentos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,36.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
253.0,PECES Cuidado y Salud,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,36.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
254.0,SERA Alimentos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,252.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
270.0,TRUE INSTICT GATO,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
272.0,Fresh Dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,225.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
274.0,Marina Acuarios,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,248.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
282.0,Aves Jaulas,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,315.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
285.0,Serrano Snack,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,179.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
286.0,Ribero Henos,1.0,0.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,213.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
287.0,RC VET Perro,1.0,0.0,0.0,0.0,1.0,24.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,190.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
288.0,PECES Decoracion,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,248.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
289.0,True Instinct Wet Dog,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,191.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
290.0,True Instinct Wet Cat,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
291.0,PEQ. Mamiferos Higiene S,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,314.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
292.0,SERVICIO Transporte,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
293.0,PEQ Mamiif Accesorios,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,251.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
295.0,Perro Juguete,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,162.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
296.0,Material embalaje,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
297.0,RM Chapa Perro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,38.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
298.0,Gato RM Chapa,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,193.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
299.0,Gatos Accesorios,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,193.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
300.0,PECES Accesorios,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,248.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
301.0,PECES Acondicionador Agua,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,253.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
302.0,PECES Alimento Tropicales,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,252.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
303.0,Peces Alimento Agua Fria,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,252.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
304.0,BELCANDO Mastercraft,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,225.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
305.0,Perro Pienso seco,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,190.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
306.0,PECES Acuario,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,248.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
307.0,BELCANDO Pienso Natural,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,225.0,0.0,0.0,1.0,,,,,0.0,/3/4/2/,0.0,0.0,0.0,0.0,
309.0,PEQ Mamiferos Jaulas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,251.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
310.0,Reptiles  Cuidado y Salud,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,212.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
311.0,Gato Higiene y Salud,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,25.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
312.0,Anfibios,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,100.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
313.0,Aves y Peq mamiferos,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,100.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
314.0,PEQ MAM Higiene y Salud,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,168.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
315.0,AVES Accesorios,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,40.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
316.0,AVES Higiene y Salud,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,40.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
317.0,SERVICIOS AL CLIENTE,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
318.0,Otros Servicios,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,317.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
319.0,PERRO Leche,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,191.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
320.0,GATO Leche,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
321.0,Guarderia mascotas,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,317.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
322.0,Natural Trainer Dog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,190.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
323.0,Natural Trainer Cat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,190.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
324.0,SERVICIOS Mantenimiento,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,317.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
325.0,PB Antiparasitarios,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,327.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
327.0,PARABICHOS VET CORNER,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
328.0,PB Digestivo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,327.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
329.0,PB Dermatología,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,327.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
1.0,PB Alimentación,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,327.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
330.0,PB Aves,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,327.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
331.0,PB Varios,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,327.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
332.0,LENDA Perro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,225.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
333.0,LENDA Gato,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
334.0,Lenda Perro Alim Humedo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,191.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
335.0,Acana,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,225.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
336.0,FARMINA Perro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,225.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
337.0,GOSBI Perro,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,225.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
338.0,GOSBI  Perro Alimento Húmedo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,191.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
339.0,GOSBI Gato,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
340.0,GOSBI Gato Alimento Húmedo,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
341.0,GOSBI Snacks,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,179.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
342.0,GOSBI Perro Alimento Húmedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,191.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
343.0,Nature´s Variety Dog,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,225.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
344.0,Nature´s Variety Cat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
345.0,NV wet Dog,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,191.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
346.0,Mascota reptil,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
347.0,LENDA Snacks,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,179.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
348.0,Fresh Cat,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
349.0,Gato Comedero Bebedero,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,193.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
350.0,GOSBI Perro Alimento HÃºmedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,
351.0,GOSBI Gato Alimento HÃºmedo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,,0.0,0.0,0.0,0.0,
352.0,CHURPI  Natural Snacks,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,179.0,0.0,0.0,1.0,,,,,0.0,,0.0,0.0,0.0,0.0,
